"bf","error","time","code","model","BF10","BF_relative"
1.43950046359365,3.61985625238078e-05,"Wed Apr 22 02:27:46 2026","1d34c39ae4469","mean_trial_position",4.21858795229724,1
0.542919433034591,9.72942569168296e-05,"Wed Apr 22 02:27:46 2026","1d34c4b819ac6","voice_Passive + mean_trial_position",1.72102394926737,0.407962087961252
0.453328653779433,9.930450943807e-05,"Wed Apr 22 02:27:46 2026","1d34c494e7761","mean_rt + mean_trial_position",1.57354125182129,0.373001883477246
0.385546293039101,0.000101113001190074,"Wed Apr 22 02:27:46 2026","1d34c18134996","noun_LH + mean_trial_position",1.47041738084802,0.348556767685097
0.235534103709493,2.45486746806763e-05,"Wed Apr 22 02:27:46 2026","1d34c15a20e1","mean_rt",1.26558454164879,0.300001933338763
0.231356556632967,2.44355041346937e-05,"Wed Apr 22 02:27:46 2026","1d34c5f24b107","voice_Passive",1.26030853071179,0.298751275299473
0.181586735973097,1.23641449483677e-05,"Wed Apr 22 02:27:47 2026","1d34c410ee6a3","noun_LH + voice_Passive + mean_trial_position",1.19911853891261,0.284246423796766
0.173570179667083,1.27071593699796e-05,"Wed Apr 22 02:27:47 2026","1d34c5d6b5e51","voice_Passive + mean_rt + mean_trial_position",1.18954416565384,0.281976855550936
0.164322643543985,0.000110642764853772,"Wed Apr 22 02:27:46 2026","1d34c2832b31f","noun_HH + mean_trial_position",1.17859451966689,0.279381284210298
0.164251589310118,0.000110647583901184,"Wed Apr 22 02:27:46 2026","1d34c3c99d4ae","noun_HL + mean_trial_position",1.17851077851138,0.279361433692432
0.156548106142148,2.20262189473987e-05,"Wed Apr 22 02:27:46 2026","1d34c1a395abd","noun_LH",1.16946701951255,0.277217645509966
0.132711056078878,1.48456240404783e-05,"Wed Apr 22 02:27:47 2026","1d34c3436f33b","noun_LH + mean_rt + mean_trial_position",1.1419199998153,0.270687730759167
0.077568946244064,1.96475289548443e-05,"Wed Apr 22 02:27:47 2026","1d34cb2c099a","noun_HL + voice_Passive + mean_trial_position",1.08065673711327,0.256165510671597
0.0775679648886743,1.96476505006909e-05,"Wed Apr 22 02:27:47 2026","1d34c6ba20e7a","noun_HH + voice_Passive + mean_trial_position",1.08065567660548,0.256165259282315
0.0752042311701053,1.81431252400385e-05,"Wed Apr 22 02:27:46 2026","1d34c48c30215","noun_HL",1.07810431090701,0.255560467885925
0.0750135948394511,1.81323642875313e-05,"Wed Apr 22 02:27:46 2026","1d34c40330001","noun_HH",1.07789880464622,0.255511753419588
0.0677683079941659,0.000120416491906362,"Wed Apr 22 02:27:46 2026","1d34c68d3bbd9","voice_Passive + mean_rt",1.0701173421205,0.253667187746498
